path,class,width,height,format,mode
data\Abnormal_Sperm\Abnormal_Sperm (330).bmp,Abnormal_Sperm,153,203,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (331).bmp,Abnormal_Sperm,194,169,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (332).bmp,Abnormal_Sperm,182,160,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (333).bmp,Abnormal_Sperm,204,164,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (334).bmp,Abnormal_Sperm,191,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (335).bmp,Abnormal_Sperm,169,174,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (336).bmp,Abnormal_Sperm,154,189,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (337).bmp,Abnormal_Sperm,158,191,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (338).bmp,Abnormal_Sperm,146,190,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (339).bmp,Abnormal_Sperm,199,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (34).bmp,Abnormal_Sperm,188,162,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (340).bmp,Abnormal_Sperm,234,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (341).bmp,Abnormal_Sperm,173,167,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (342).bmp,Abnormal_Sperm,213,192,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (343).bmp,Abnormal_Sperm,153,186,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (344).bmp,Abnormal_Sperm,157,223,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (345).bmp,Abnormal_Sperm,153,195,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (346).bmp,Abnormal_Sperm,160,193,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (347).bmp,Abnormal_Sperm,202,158,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (348).bmp,Abnormal_Sperm,163,163,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (349).bmp,Abnormal_Sperm,153,207,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (35).bmp,Abnormal_Sperm,158,169,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (350).bmp,Abnormal_Sperm,184,193,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (351).bmp,Abnormal_Sperm,173,188,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (352).bmp,Abnormal_Sperm,183,192,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (353).bmp,Abnormal_Sperm,200,167,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (354).bmp,Abnormal_Sperm,198,150,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (355).bmp,Abnormal_Sperm,200,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (356).bmp,Abnormal_Sperm,206,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (357).bmp,Abnormal_Sperm,205,166,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (358).bmp,Abnormal_Sperm,162,180,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (359).bmp,Abnormal_Sperm,190,180,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (36).bmp,Abnormal_Sperm,202,159,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (360).bmp,Abnormal_Sperm,173,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (361).bmp,Abnormal_Sperm,178,158,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (362).bmp,Abnormal_Sperm,160,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (363).bmp,Abnormal_Sperm,196,177,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (364).bmp,Abnormal_Sperm,164,183,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (365).bmp,Abnormal_Sperm,219,161,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (366).bmp,Abnormal_Sperm,150,200,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (367).bmp,Abnormal_Sperm,174,188,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (368).bmp,Abnormal_Sperm,199,162,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (369).bmp,Abnormal_Sperm,171,211,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (37).bmp,Abnormal_Sperm,185,175,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (370).bmp,Abnormal_Sperm,198,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (371).bmp,Abnormal_Sperm,204,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (372).bmp,Abnormal_Sperm,212,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (373).bmp,Abnormal_Sperm,190,197,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (374).bmp,Abnormal_Sperm,165,208,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (375).bmp,Abnormal_Sperm,194,192,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (376).bmp,Abnormal_Sperm,186,158,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (377).bmp,Abnormal_Sperm,190,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (378).bmp,Abnormal_Sperm,193,149,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (379).bmp,Abnormal_Sperm,190,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (38).bmp,Abnormal_Sperm,196,166,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (380).bmp,Abnormal_Sperm,161,209,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (381).bmp,Abnormal_Sperm,188,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (382).bmp,Abnormal_Sperm,209,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (383).bmp,Abnormal_Sperm,180,144,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (384).bmp,Abnormal_Sperm,154,186,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (385).bmp,Abnormal_Sperm,183,180,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (386).bmp,Abnormal_Sperm,193,183,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (387).bmp,Abnormal_Sperm,185,169,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (388).bmp,Abnormal_Sperm,167,220,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (389).bmp,Abnormal_Sperm,177,156,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (39).bmp,Abnormal_Sperm,147,175,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (390).bmp,Abnormal_Sperm,179,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (391).bmp,Abnormal_Sperm,183,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (392).bmp,Abnormal_Sperm,144,188,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (393).bmp,Abnormal_Sperm,158,185,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (394).bmp,Abnormal_Sperm,151,198,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (395).bmp,Abnormal_Sperm,168,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (396).bmp,Abnormal_Sperm,172,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (397).bmp,Abnormal_Sperm,202,182,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (398).bmp,Abnormal_Sperm,172,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (399).bmp,Abnormal_Sperm,165,196,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (4).bmp,Abnormal_Sperm,151,159,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (40).bmp,Abnormal_Sperm,172,177,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (400).bmp,Abnormal_Sperm,205,190,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (401).bmp,Abnormal_Sperm,189,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (402).bmp,Abnormal_Sperm,208,146,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (403).bmp,Abnormal_Sperm,157,175,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (404).bmp,Abnormal_Sperm,179,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (405).bmp,Abnormal_Sperm,185,150,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (406).bmp,Abnormal_Sperm,172,186,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (407).bmp,Abnormal_Sperm,180,195,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (408).bmp,Abnormal_Sperm,184,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (409).bmp,Abnormal_Sperm,163,171,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (41).bmp,Abnormal_Sperm,161,142,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (410).bmp,Abnormal_Sperm,188,166,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (411).bmp,Abnormal_Sperm,153,196,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (412).bmp,Abnormal_Sperm,175,147,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (413).bmp,Abnormal_Sperm,196,160,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (414).bmp,Abnormal_Sperm,194,194,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (415).bmp,Abnormal_Sperm,176,169,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (416).bmp,Abnormal_Sperm,180,174,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (417).bmp,Abnormal_Sperm,187,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (418).bmp,Abnormal_Sperm,182,171,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (419).bmp,Abnormal_Sperm,206,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (42).bmp,Abnormal_Sperm,168,179,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (420).bmp,Abnormal_Sperm,204,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (421).bmp,Abnormal_Sperm,203,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (422).bmp,Abnormal_Sperm,184,207,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (423).bmp,Abnormal_Sperm,149,197,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (424).bmp,Abnormal_Sperm,204,161,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (425).bmp,Abnormal_Sperm,165,195,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (426).bmp,Abnormal_Sperm,188,178,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (427).bmp,Abnormal_Sperm,156,186,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (428).bmp,Abnormal_Sperm,172,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (429).bmp,Abnormal_Sperm,178,190,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (43).bmp,Abnormal_Sperm,202,105,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (430).bmp,Abnormal_Sperm,185,158,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (431).bmp,Abnormal_Sperm,201,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (432).bmp,Abnormal_Sperm,184,186,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (433).bmp,Abnormal_Sperm,176,192,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (434).bmp,Abnormal_Sperm,181,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (435).bmp,Abnormal_Sperm,147,202,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (436).bmp,Abnormal_Sperm,193,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (437).bmp,Abnormal_Sperm,193,175,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (438).bmp,Abnormal_Sperm,149,192,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (439).bmp,Abnormal_Sperm,189,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (44).bmp,Abnormal_Sperm,178,214,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (440).bmp,Abnormal_Sperm,193,160,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (441).bmp,Abnormal_Sperm,158,195,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (442).bmp,Abnormal_Sperm,182,145,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (443).bmp,Abnormal_Sperm,160,221,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (444).bmp,Abnormal_Sperm,189,146,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (445).bmp,Abnormal_Sperm,201,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (446).bmp,Abnormal_Sperm,172,178,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (447).bmp,Abnormal_Sperm,201,171,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (448).bmp,Abnormal_Sperm,194,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (449).bmp,Abnormal_Sperm,158,200,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (45).bmp,Abnormal_Sperm,142,168,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (450).bmp,Abnormal_Sperm,144,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (451).bmp,Abnormal_Sperm,191,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (452).bmp,Abnormal_Sperm,189,149,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (453).bmp,Abnormal_Sperm,159,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (454).bmp,Abnormal_Sperm,173,187,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (455).bmp,Abnormal_Sperm,145,189,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (456).bmp,Abnormal_Sperm,184,146,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (457).bmp,Abnormal_Sperm,164,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (458).bmp,Abnormal_Sperm,144,191,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (459).bmp,Abnormal_Sperm,164,193,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (46).bmp,Abnormal_Sperm,206,153,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (460).bmp,Abnormal_Sperm,197,149,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (461).bmp,Abnormal_Sperm,178,182,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (462).bmp,Abnormal_Sperm,193,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (463).bmp,Abnormal_Sperm,192,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (464).bmp,Abnormal_Sperm,164,193,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (465).bmp,Abnormal_Sperm,161,173,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (466).bmp,Abnormal_Sperm,163,189,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (467).bmp,Abnormal_Sperm,195,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (468).bmp,Abnormal_Sperm,180,163,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (469).bmp,Abnormal_Sperm,174,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (47).bmp,Abnormal_Sperm,180,174,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (470).bmp,Abnormal_Sperm,145,182,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (471).bmp,Abnormal_Sperm,195,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (472).bmp,Abnormal_Sperm,192,159,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (473).bmp,Abnormal_Sperm,153,201,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (474).bmp,Abnormal_Sperm,186,161,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (475).bmp,Abnormal_Sperm,204,180,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (476).bmp,Abnormal_Sperm,258,184,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (477).bmp,Abnormal_Sperm,188,185,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (478).bmp,Abnormal_Sperm,176,179,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (479).bmp,Abnormal_Sperm,163,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (48).bmp,Abnormal_Sperm,191,192,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (480).bmp,Abnormal_Sperm,186,148,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (481).bmp,Abnormal_Sperm,154,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (482).bmp,Abnormal_Sperm,156,209,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (483).bmp,Abnormal_Sperm,154,197,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (484).bmp,Abnormal_Sperm,203,158,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (485).bmp,Abnormal_Sperm,167,202,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (486).bmp,Abnormal_Sperm,176,209,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (487).bmp,Abnormal_Sperm,164,191,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (488).bmp,Abnormal_Sperm,177,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (489).bmp,Abnormal_Sperm,178,195,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (49).bmp,Abnormal_Sperm,190,191,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (490).bmp,Abnormal_Sperm,176,184,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (491).bmp,Abnormal_Sperm,192,171,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (492).bmp,Abnormal_Sperm,167,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (493).bmp,Abnormal_Sperm,176,213,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (494).bmp,Abnormal_Sperm,157,191,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (495).bmp,Abnormal_Sperm,193,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (496).bmp,Abnormal_Sperm,208,176,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (497).bmp,Abnormal_Sperm,164,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (498).bmp,Abnormal_Sperm,166,160,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (499).bmp,Abnormal_Sperm,159,164,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (5).bmp,Abnormal_Sperm,209,169,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (50).bmp,Abnormal_Sperm,197,149,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (500).bmp,Abnormal_Sperm,170,112,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (501).bmp,Abnormal_Sperm,165,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (502).bmp,Abnormal_Sperm,160,173,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (503).bmp,Abnormal_Sperm,187,186,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (504).bmp,Abnormal_Sperm,177,179,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (505).bmp,Abnormal_Sperm,199,173,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (506).bmp,Abnormal_Sperm,180,161,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (507).bmp,Abnormal_Sperm,180,189,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (508).bmp,Abnormal_Sperm,182,201,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (509).bmp,Abnormal_Sperm,205,174,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (51).bmp,Abnormal_Sperm,153,235,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (510).bmp,Abnormal_Sperm,189,166,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (511).bmp,Abnormal_Sperm,194,179,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (512).bmp,Abnormal_Sperm,166,171,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (513).bmp,Abnormal_Sperm,190,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (514).bmp,Abnormal_Sperm,203,188,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (515).bmp,Abnormal_Sperm,192,150,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (516).bmp,Abnormal_Sperm,160,205,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (517).bmp,Abnormal_Sperm,170,187,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (518).bmp,Abnormal_Sperm,189,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (519).bmp,Abnormal_Sperm,212,188,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (52).bmp,Abnormal_Sperm,195,156,PNG,RGB
data\Abnormal_Sperm\Abnormal_Sperm (520).bmp,Abnormal_Sperm,173,160,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (521).bmp,Abnormal_Sperm,196,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (522).bmp,Abnormal_Sperm,184,180,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (523).bmp,Abnormal_Sperm,175,167,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (524).bmp,Abnormal_Sperm,199,205,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (525).bmp,Abnormal_Sperm,179,162,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (526).bmp,Abnormal_Sperm,167,168,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (527).bmp,Abnormal_Sperm,189,156,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (528).bmp,Abnormal_Sperm,173,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (529).bmp,Abnormal_Sperm,188,150,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (53).bmp,Abnormal_Sperm,163,182,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (530).bmp,Abnormal_Sperm,180,182,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (531).bmp,Abnormal_Sperm,175,158,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (532).bmp,Abnormal_Sperm,199,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (533).bmp,Abnormal_Sperm,183,197,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (534).bmp,Abnormal_Sperm,207,183,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (535).bmp,Abnormal_Sperm,204,188,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (536).bmp,Abnormal_Sperm,169,200,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (537).bmp,Abnormal_Sperm,181,167,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (538).bmp,Abnormal_Sperm,181,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (539).bmp,Abnormal_Sperm,220,210,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (54).bmp,Abnormal_Sperm,189,152,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (540).bmp,Abnormal_Sperm,190,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (541).bmp,Abnormal_Sperm,212,166,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (542).bmp,Abnormal_Sperm,157,203,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (543).bmp,Abnormal_Sperm,190,183,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (544).bmp,Abnormal_Sperm,199,169,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (545).bmp,Abnormal_Sperm,155,190,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (546).bmp,Abnormal_Sperm,189,169,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (547).bmp,Abnormal_Sperm,194,153,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (548).bmp,Abnormal_Sperm,217,174,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (549).bmp,Abnormal_Sperm,179,163,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (55).bmp,Abnormal_Sperm,179,149,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (550).bmp,Abnormal_Sperm,162,210,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (551).bmp,Abnormal_Sperm,165,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (552).bmp,Abnormal_Sperm,169,152,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (553).bmp,Abnormal_Sperm,169,173,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (554).bmp,Abnormal_Sperm,166,151,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (555).bmp,Abnormal_Sperm,163,164,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (556).bmp,Abnormal_Sperm,145,181,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (557).bmp,Abnormal_Sperm,173,165,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (558).bmp,Abnormal_Sperm,167,165,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (559).bmp,Abnormal_Sperm,207,155,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (56).bmp,Abnormal_Sperm,181,180,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (560).bmp,Abnormal_Sperm,167,154,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (561).bmp,Abnormal_Sperm,172,162,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (562).bmp,Abnormal_Sperm,163,170,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (563).bmp,Abnormal_Sperm,180,191,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (564).bmp,Abnormal_Sperm,206,173,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (565).bmp,Abnormal_Sperm,176,157,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (566).bmp,Abnormal_Sperm,194,172,BMP,RGB
data\Abnormal_Sperm\Abnormal_Sperm (567).bmp,Abnormal_Sperm,237,166,BMP,RGB
